food_type,category,food_group,moisture_level,oil_content,storage_condition,temperature,packaging,time_since_prep_hours,remaining_consumable_hours
chicken_curry,nonveg,curry,high,medium,fridge,6.5,closed,25.4,0.0
chicken_biryani,nonveg,rice,medium,medium,room,31.6,closed,24.0,0.0
chicken_biryani,nonveg,rice,medium,medium,room,29.1,open,20.2,0.0
fish_curry,nonveg,curry,high,low,fridge,7.9,closed,27.3,0.0
idli,veg,breakfast,medium,low,fridge,6.2,closed,43.0,2.74
pakora,veg,fried,low,high,fridge,4.9,open,16.5,16.37
chicken_curry,nonveg,curry,high,medium,room,35.0,closed,24.3,0.0
halwa,veg,sweet,medium,high,fridge,3.7,open,41.0,33.11
fish_curry,nonveg,curry,high,low,fridge,7.5,closed,40.7,0.0
veg_pulao,veg,rice,medium,medium,fridge,6.3,closed,24.9,4.68
naan,veg,bread,low,medium,fridge,4.6,closed,16.1,23.61
dosa,veg,breakfast,medium,low,room,30.9,closed,5.1,4.27
dal_tadka,veg,curry,high,low,room,36.7,closed,47.3,0.0
jeera_rice,veg,rice,medium,low,fridge,6.3,closed,5.6,39.21
paratha,veg,bread,low,high,fridge,7.1,closed,7.5,65.66
samosa,veg,fried,low,high,room,33.0,closed,1.6,16.39
dal_tadka,veg,curry,high,low,fridge,6.1,closed,29.9,8.61
naan,veg,bread,low,medium,room,33.0,closed,7.0,12.79
idli,veg,breakfast,medium,low,room,27.7,closed,27.0,0.0
jeera_rice,veg,rice,medium,low,fridge,5.9,closed,22.7,13.49
pakora,veg,fried,low,high,room,31.7,closed,3.0,7.98
naan,veg,bread,low,medium,room,31.2,open,13.5,0.0
curd,dairy,liquid,high,low,room,26.1,open,14.7,0.0
curd,dairy,liquid,high,low,fridge,2.7,closed,32.6,22.88
plain_rice,veg,rice,medium,low,fridge,3.4,open,36.6,4.52
chicken_biryani,nonveg,rice,medium,medium,room,27.1,open,38.2,0.0
plain_rice,veg,rice,medium,low,fridge,3.0,open,31.0,0.0
pakora,veg,fried,low,high,fridge,2.9,open,36.1,0.0
fish_curry,nonveg,curry,high,low,room,30.7,open,10.0,0.0
milk,dairy,liquid,high,low,room,30.7,open,36.0,0.0
samosa,veg,fried,low,high,fridge,2.5,closed,11.1,34.27
idli,veg,breakfast,medium,low,fridge,5.5,closed,6.0,36.85
fish_curry,nonveg,curry,high,low,fridge,2.7,closed,17.6,0.86
paratha,veg,bread,low,high,room,27.6,open,3.5,23.58
dosa,veg,breakfast,medium,low,room,34.7,closed,27.8,0.0
samosa,veg,fried,low,high,fridge,2.5,closed,10.4,44.78
fish_curry,nonveg,curry,high,low,fridge,6.2,closed,21.0,3.64
gulab_jamun,dairy,sweet,high,medium,fridge,5.0,closed,22.9,40.04
curd,dairy,liquid,high,low,fridge,7.6,open,8.8,37.57
chicken_biryani,nonveg,rice,medium,medium,fridge,7.9,closed,31.5,6.07
roti,veg,bread,low,low,fridge,4.1,open,22.8,33.81
idli,veg,breakfast,medium,low,room,25.4,closed,28.3,0.0
halwa,veg,sweet,medium,high,fridge,6.4,closed,16.8,50.93
paratha,veg,bread,low,high,fridge,2.1,open,36.5,15.57
curd,dairy,liquid,high,low,room,36.1,open,29.1,0.0
dosa,veg,breakfast,medium,low,room,36.9,closed,2.8,6.13
curd,dairy,liquid,high,low,fridge,2.1,open,37.1,18.63
chicken_curry,nonveg,curry,high,medium,fridge,6.8,closed,39.8,0.0
samosa,veg,fried,low,high,fridge,4.7,open,10.8,38.5
chicken_biryani,nonveg,rice,medium,medium,room,29.0,closed,17.4,0.0
paratha,veg,bread,low,high,fridge,7.1,open,4.5,55.23
gulab_jamun,dairy,sweet,high,medium,fridge,4.2,open,10.1,43.52
samosa,veg,fried,low,high,fridge,4.2,closed,26.4,13.36
dosa,veg,breakfast,medium,low,room,35.6,closed,39.2,0.0
paratha,veg,bread,low,high,room,31.1,open,4.0,12.81
pakora,veg,fried,low,high,room,33.5,closed,37.6,0.0
fish_curry,nonveg,curry,high,low,room,37.0,closed,45.1,0.0
halwa,veg,sweet,medium,high,room,36.0,open,2.1,16.41
fish_curry,nonveg,curry,high,low,fridge,2.5,open,26.9,0.0
fish_curry,nonveg,curry,high,low,room,28.1,closed,0.9,5.04
roti,veg,bread,low,low,fridge,2.2,open,43.8,16.85
veg_pulao,veg,rice,medium,medium,room,34.4,closed,36.6,0.0
naan,veg,bread,low,medium,room,28.1,open,19.1,0.92
samosa,veg,fried,low,high,fridge,5.4,closed,3.6,47.56
chicken_curry,nonveg,curry,high,medium,fridge,6.4,open,45.9,0.0
idli,veg,breakfast,medium,low,fridge,2.2,closed,6.6,34.07
paratha,veg,bread,low,high,room,29.3,open,28.2,0.0
dal_tadka,veg,curry,high,low,fridge,7.0,closed,0.3,46.86
chicken_curry,nonveg,curry,high,medium,fridge,2.5,closed,19.3,9.9
dosa,veg,breakfast,medium,low,room,26.3,open,32.0,0.0
chicken_biryani,nonveg,rice,medium,medium,fridge,3.4,closed,7.1,33.72
pakora,veg,fried,low,high,room,29.3,closed,21.4,0.0
naan,veg,bread,low,medium,fridge,4.4,open,33.4,17.96
dosa,veg,breakfast,medium,low,fridge,8.0,closed,23.6,14.98
gulab_jamun,dairy,sweet,high,medium,room,25.6,open,38.1,0.0
jeera_rice,veg,rice,medium,low,fridge,4.2,closed,33.2,5.95
paneer_butter_masala,dairy,curry,high,medium,room,32.2,closed,7.3,0.08
naan,veg,bread,low,medium,room,32.8,open,42.0,0.0
curd,dairy,liquid,high,low,room,31.3,closed,27.7,0.0
halwa,veg,sweet,medium,high,fridge,3.5,open,35.5,40.64
milk,dairy,liquid,high,low,fridge,2.5,closed,33.3,10.76
plain_rice,veg,rice,medium,low,fridge,2.1,closed,29.2,8.04
samosa,veg,fried,low,high,fridge,4.2,open,46.7,0.0
pakora,veg,fried,low,high,room,31.4,open,6.5,5.42
halwa,veg,sweet,medium,high,room,27.8,open,1.7,20.11
milk,dairy,liquid,high,low,fridge,4.5,open,47.1,0.0
paneer_butter_masala,dairy,curry,high,medium,room,31.2,closed,20.9,0.0
halwa,veg,sweet,medium,high,fridge,4.3,open,20.5,49.63
paneer_butter_masala,dairy,curry,high,medium,room,26.1,open,41.1,0.0
dal_tadka,veg,curry,high,low,room,25.0,closed,45.4,0.0
gulab_jamun,dairy,sweet,high,medium,room,30.4,closed,0.1,16.99
samosa,veg,fried,low,high,room,28.3,closed,41.9,0.0
chicken_biryani,nonveg,rice,medium,medium,room,36.4,closed,0.3,8.89
chicken_curry,nonveg,curry,high,medium,room,36.2,open,8.7,0.0
fish_curry,nonveg,curry,high,low,room,26.1,open,3.4,2.44
chicken_curry,nonveg,curry,high,medium,room,25.5,open,24.4,0.0
jeera_rice,veg,rice,medium,low,fridge,3.7,open,25.5,16.92
jeera_rice,veg,rice,medium,low,fridge,5.6,open,17.9,16.6
chicken_curry,nonveg,curry,high,medium,fridge,7.3,closed,40.1,0.0
roti,veg,bread,low,low,fridge,3.9,open,43.3,15.0
paneer_butter_masala,dairy,curry,high,medium,room,24.8,open,15.7,0.0
roti,veg,bread,low,low,fridge,4.5,open,44.0,0.0
milk,dairy,liquid,high,low,room,29.5,open,6.0,0.0
plain_rice,veg,rice,medium,low,room,29.7,open,36.0,0.0
roti,veg,bread,low,low,room,30.1,open,12.2,5.94
idli,veg,breakfast,medium,low,room,24.4,open,3.7,10.6
paratha,veg,bread,low,high,fridge,8.0,closed,14.8,44.45
curd,dairy,liquid,high,low,fridge,7.4,open,18.2,21.66
veg_pulao,veg,rice,medium,medium,fridge,7.2,open,0.9,24.2
fish_curry,nonveg,curry,high,low,room,30.4,open,33.0,0.0
idli,veg,breakfast,medium,low,fridge,5.4,open,40.8,0.24
plain_rice,veg,rice,medium,low,fridge,6.7,closed,39.5,0.0
dosa,veg,breakfast,medium,low,fridge,5.4,closed,17.0,14.95
plain_rice,veg,rice,medium,low,fridge,5.5,closed,30.6,18.15
dal_tadka,veg,curry,high,low,room,26.4,open,38.9,0.0
milk,dairy,liquid,high,low,room,37.6,closed,5.0,1.44
curd,dairy,liquid,high,low,fridge,3.4,open,46.8,1.2
chicken_biryani,nonveg,rice,medium,medium,fridge,4.8,closed,25.9,8.58
idli,veg,breakfast,medium,low,fridge,2.9,open,41.6,0.0
halwa,veg,sweet,medium,high,room,30.5,closed,36.7,0.0
paneer_butter_masala,dairy,curry,high,medium,room,33.0,open,21.8,0.0
fish_curry,nonveg,curry,high,low,room,29.1,closed,36.5,0.0
curd,dairy,liquid,high,low,fridge,6.2,open,39.9,3.84
milk,dairy,liquid,high,low,fridge,4.1,closed,19.2,39.67
veg_pulao,veg,rice,medium,medium,fridge,7.1,open,35.9,0.0
dosa,veg,breakfast,medium,low,room,28.4,open,5.5,1.9
roti,veg,bread,low,low,fridge,6.6,closed,34.1,16.47
paratha,veg,bread,low,high,fridge,2.7,open,29.8,33.96
dosa,veg,breakfast,medium,low,fridge,7.4,open,13.2,10.35
chicken_biryani,nonveg,rice,medium,medium,room,29.8,closed,16.7,0.0
roti,veg,bread,low,low,room,37.5,closed,38.0,0.0
naan,veg,bread,low,medium,room,34.8,open,29.6,0.0
dosa,veg,breakfast,medium,low,room,34.3,closed,42.9,0.0
paratha,veg,bread,low,high,room,33.3,open,47.2,0.0
idli,veg,breakfast,medium,low,fridge,7.6,closed,39.7,8.88
samosa,veg,fried,low,high,fridge,7.0,closed,14.1,38.74
samosa,veg,fried,low,high,fridge,2.4,closed,13.1,24.88
chicken_biryani,nonveg,rice,medium,medium,fridge,6.9,open,2.1,19.47
paneer_butter_masala,dairy,curry,high,medium,room,35.2,open,20.1,0.0
jeera_rice,veg,rice,medium,low,fridge,5.2,open,1.3,40.27
gulab_jamun,dairy,sweet,high,medium,room,24.1,closed,2.3,23.21
paneer_butter_masala,dairy,curry,high,medium,room,27.6,closed,28.5,0.0
naan,veg,bread,low,medium,fridge,6.2,closed,11.3,26.9
dal_tadka,veg,curry,high,low,fridge,4.9,closed,28.1,7.14
curd,dairy,liquid,high,low,room,35.8,closed,44.6,0.0
naan,veg,bread,low,medium,room,34.7,open,21.0,0.0
roti,veg,bread,low,low,room,29.4,closed,34.2,0.0
curd,dairy,liquid,high,low,room,33.1,open,12.6,0.0
plain_rice,veg,rice,medium,low,fridge,7.1,closed,5.7,29.09
halwa,veg,sweet,medium,high,room,26.9,open,24.4,2.06
jeera_rice,veg,rice,medium,low,room,27.8,closed,42.1,0.0
chicken_biryani,nonveg,rice,medium,medium,fridge,3.1,closed,33.6,0.0
veg_pulao,veg,rice,medium,medium,room,25.8,closed,2.0,7.91
fish_curry,nonveg,curry,high,low,fridge,2.2,open,40.7,0.0
dosa,veg,breakfast,medium,low,fridge,2.3,closed,41.5,0.0
samosa,veg,fried,low,high,room,35.2,closed,43.2,0.0
naan,veg,bread,low,medium,room,26.8,open,10.8,9.84
naan,veg,bread,low,medium,fridge,2.7,open,5.2,41.73
samosa,veg,fried,low,high,room,37.8,open,47.8,0.0
dal_tadka,veg,curry,high,low,fridge,3.7,closed,38.9,0.0
plain_rice,veg,rice,medium,low,fridge,3.5,open,31.2,0.0
paneer_butter_masala,dairy,curry,high,medium,room,32.5,open,15.1,0.0
curd,dairy,liquid,high,low,room,33.3,closed,0.8,6.89
veg_pulao,veg,rice,medium,medium,room,35.8,closed,40.1,0.0
samosa,veg,fried,low,high,room,33.8,open,46.7,0.0
pakora,veg,fried,low,high,room,29.3,open,23.9,0.0
veg_pulao,veg,rice,medium,medium,fridge,2.1,closed,3.5,30.25
naan,veg,bread,low,medium,room,36.0,open,25.2,0.0
gulab_jamun,dairy,sweet,high,medium,room,32.5,open,34.7,0.0
curd,dairy,liquid,high,low,room,36.2,closed,44.5,0.0
milk,dairy,liquid,high,low,room,35.5,closed,45.4,0.0
pakora,veg,fried,low,high,fridge,2.6,closed,18.9,10.93
dosa,veg,breakfast,medium,low,room,36.2,closed,17.4,0.0
milk,dairy,liquid,high,low,fridge,4.4,open,33.1,15.84
plain_rice,veg,rice,medium,low,fridge,2.7,open,40.8,1.58
naan,veg,bread,low,medium,fridge,3.3,closed,26.5,13.93
idli,veg,breakfast,medium,low,fridge,5.6,open,25.4,8.18
dosa,veg,breakfast,medium,low,room,36.9,open,0.4,7.42
chicken_curry,nonveg,curry,high,medium,room,34.9,closed,24.1,0.0
pakora,veg,fried,low,high,room,32.1,closed,4.3,8.91
paratha,veg,bread,low,high,room,32.8,open,12.0,11.21
jeera_rice,veg,rice,medium,low,room,32.8,closed,13.7,0.0
idli,veg,breakfast,medium,low,fridge,3.9,closed,37.0,0.36
plain_rice,veg,rice,medium,low,room,32.7,open,20.3,0.0
paneer_butter_masala,dairy,curry,high,medium,fridge,2.5,open,16.6,9.16
halwa,veg,sweet,medium,high,room,32.2,closed,32.3,0.0
jeera_rice,veg,rice,medium,low,room,32.7,open,23.3,0.0
chicken_curry,nonveg,curry,high,medium,fridge,3.2,closed,2.6,25.8
samosa,veg,fried,low,high,room,30.4,open,5.1,8.63
plain_rice,veg,rice,medium,low,room,24.1,closed,19.5,0.0
chicken_curry,nonveg,curry,high,medium,room,37.1,open,17.5,0.0
curd,dairy,liquid,high,low,room,25.5,closed,44.6,0.0
curd,dairy,liquid,high,low,fridge,4.1,open,35.3,9.33
idli,veg,breakfast,medium,low,fridge,5.2,closed,7.3,39.59
naan,veg,bread,low,medium,room,32.7,closed,45.1,0.0
milk,dairy,liquid,high,low,room,26.7,open,37.6,0.0
dosa,veg,breakfast,medium,low,room,31.1,open,29.8,0.0
dal_tadka,veg,curry,high,low,room,27.8,closed,3.8,10.89
chicken_biryani,nonveg,rice,medium,medium,fridge,4.2,closed,4.8,34.53
plain_rice,veg,rice,medium,low,fridge,5.8,closed,18.1,11.82
jeera_rice,veg,rice,medium,low,fridge,5.9,open,1.4,28.56
chicken_curry,nonveg,curry,high,medium,room,30.8,closed,33.5,0.0
dal_tadka,veg,curry,high,low,room,24.3,open,31.2,0.0
idli,veg,breakfast,medium,low,room,28.8,open,37.1,0.0
chicken_curry,nonveg,curry,high,medium,room,26.2,closed,12.0,0.0
chicken_curry,nonveg,curry,high,medium,room,29.3,open,17.6,0.0
plain_rice,veg,rice,medium,low,fridge,4.1,closed,1.7,44.29
chicken_biryani,nonveg,rice,medium,medium,fridge,3.9,closed,2.3,32.31
samosa,veg,fried,low,high,fridge,6.3,closed,10.5,29.93
jeera_rice,veg,rice,medium,low,room,27.2,open,8.6,4.94
paratha,veg,bread,low,high,fridge,7.3,closed,0.5,71.22
dal_tadka,veg,curry,high,low,fridge,4.4,open,14.9,17.35
plain_rice,veg,rice,medium,low,fridge,2.8,closed,24.9,14.97
idli,veg,breakfast,medium,low,fridge,2.8,open,12.5,14.03
milk,dairy,liquid,high,low,fridge,2.1,closed,12.6,29.12
samosa,veg,fried,low,high,room,27.6,closed,21.7,1.68
paratha,veg,bread,low,high,room,37.6,closed,33.9,0.0
naan,veg,bread,low,medium,room,31.5,closed,7.3,12.34
chicken_curry,nonveg,curry,high,medium,room,30.7,open,28.9,0.0
veg_pulao,veg,rice,medium,medium,room,25.2,closed,43.4,0.0
paratha,veg,bread,low,high,fridge,7.1,open,19.9,28.25
paratha,veg,bread,low,high,room,35.4,open,33.4,0.0
dosa,veg,breakfast,medium,low,fridge,7.0,closed,34.6,5.97
dal_tadka,veg,curry,high,low,room,31.2,open,18.9,0.0
veg_pulao,veg,rice,medium,medium,room,33.1,open,19.9,0.0
gulab_jamun,dairy,sweet,high,medium,room,28.0,closed,36.6,0.0
roti,veg,bread,low,low,fridge,7.3,closed,37.7,9.88
chicken_curry,nonveg,curry,high,medium,room,31.9,open,32.4,0.0
chicken_biryani,nonveg,rice,medium,medium,room,29.6,open,3.8,4.82
chicken_biryani,nonveg,rice,medium,medium,fridge,3.0,closed,47.6,0.0
paratha,veg,bread,low,high,room,36.9,closed,45.8,0.0
chicken_biryani,nonveg,rice,medium,medium,fridge,2.4,closed,25.5,5.09
dosa,veg,breakfast,medium,low,fridge,6.7,closed,15.9,17.43
chicken_biryani,nonveg,rice,medium,medium,room,33.4,closed,21.5,0.0
jeera_rice,veg,rice,medium,low,fridge,6.5,closed,36.2,0.0
plain_rice,veg,rice,medium,low,room,37.1,open,20.4,0.0
roti,veg,bread,low,low,fridge,3.2,closed,14.7,54.84
chicken_curry,nonveg,curry,high,medium,room,32.3,closed,23.7,0.0
chicken_biryani,nonveg,rice,medium,medium,fridge,8.0,open,14.4,19.07
dal_tadka,veg,curry,high,low,room,26.7,closed,9.1,2.94
chicken_biryani,nonveg,rice,medium,medium,fridge,4.9,closed,43.5,0.0
pakora,veg,fried,low,high,room,25.4,open,7.2,6.99
gulab_jamun,dairy,sweet,high,medium,room,29.0,open,22.1,0.0
paneer_butter_masala,dairy,curry,high,medium,fridge,7.8,open,9.8,19.34
milk,dairy,liquid,high,low,room,33.8,closed,39.6,0.0
naan,veg,bread,low,medium,fridge,2.5,closed,5.5,44.22
pakora,veg,fried,low,high,room,37.1,open,4.7,3.09
roti,veg,bread,low,low,room,27.6,open,34.1,0.0
dosa,veg,breakfast,medium,low,room,27.4,open,36.3,0.0
gulab_jamun,dairy,sweet,high,medium,room,26.0,open,32.9,0.0
dal_tadka,veg,curry,high,low,room,32.1,open,8.1,2.9
curd,dairy,liquid,high,low,fridge,5.6,open,11.0,41.1
curd,dairy,liquid,high,low,room,28.6,open,31.3,0.0
halwa,veg,sweet,medium,high,fridge,3.9,closed,9.0,51.46
paratha,veg,bread,low,high,room,32.3,closed,24.9,2.47
gulab_jamun,dairy,sweet,high,medium,fridge,7.5,closed,32.5,49.87
dosa,veg,breakfast,medium,low,fridge,4.8,open,6.6,15.98
halwa,veg,sweet,medium,high,fridge,6.4,open,2.6,63.42
fish_curry,nonveg,curry,high,low,fridge,6.6,closed,17.6,2.21
naan,veg,bread,low,medium,room,27.8,open,41.0,0.0
veg_pulao,veg,rice,medium,medium,room,37.4,open,46.1,0.0
idli,veg,breakfast,medium,low,room,37.7,closed,18.1,0.0
milk,dairy,liquid,high,low,room,26.8,closed,19.4,0.0
chicken_biryani,nonveg,rice,medium,medium,fridge,6.1,open,10.2,21.36
jeera_rice,veg,rice,medium,low,fridge,3.7,open,25.3,1.72
plain_rice,veg,rice,medium,low,fridge,2.3,closed,2.1,30.83
milk,dairy,liquid,high,low,room,34.6,open,24.8,0.0
veg_pulao,veg,rice,medium,medium,room,36.7,open,39.2,0.0
curd,dairy,liquid,high,low,room,28.8,open,16.6,0.0
samosa,veg,fried,low,high,fridge,3.4,open,4.5,42.36
veg_pulao,veg,rice,medium,medium,room,25.9,closed,12.9,0.0
curd,dairy,liquid,high,low,fridge,8.0,closed,40.5,21.37
curd,dairy,liquid,high,low,fridge,4.8,closed,27.1,24.79
idli,veg,breakfast,medium,low,room,31.8,closed,36.1,0.0
paneer_butter_masala,dairy,curry,high,medium,room,26.0,open,12.1,0.0
fish_curry,nonveg,curry,high,low,fridge,6.8,open,40.8,0.0
veg_pulao,veg,rice,medium,medium,room,32.9,closed,18.8,0.0
chicken_biryani,nonveg,rice,medium,medium,fridge,6.7,open,35.4,0.0
paneer_butter_masala,dairy,curry,high,medium,fridge,3.8,open,10.2,18.43
fish_curry,nonveg,curry,high,low,room,33.7,closed,44.4,0.0
chicken_curry,nonveg,curry,high,medium,room,27.8,open,8.9,0.0
milk,dairy,liquid,high,low,fridge,4.7,closed,34.4,5.84
idli,veg,breakfast,medium,low,room,35.8,closed,23.2,0.0
dosa,veg,breakfast,medium,low,fridge,6.5,closed,43.6,0.0
gulab_jamun,dairy,sweet,high,medium,room,31.2,closed,47.2,0.0
samosa,veg,fried,low,high,room,24.9,open,1.5,19.8
chicken_curry,nonveg,curry,high,medium,fridge,5.8,closed,30.1,2.31
dal_tadka,veg,curry,high,low,room,34.5,open,36.3,0.0
halwa,veg,sweet,medium,high,room,34.6,open,22.0,0.0
veg_pulao,veg,rice,medium,medium,room,34.6,closed,30.6,0.0
paneer_butter_masala,dairy,curry,high,medium,room,26.1,open,38.0,0.0
naan,veg,bread,low,medium,room,33.8,open,29.2,0.0
roti,veg,bread,low,low,fridge,4.3,open,22.4,29.83
naan,veg,bread,low,medium,room,36.3,closed,27.5,0.0
idli,veg,breakfast,medium,low,fridge,5.2,closed,47.9,0.0
halwa,veg,sweet,medium,high,room,36.2,open,13.4,5.11
samosa,veg,fried,low,high,fridge,5.0,closed,1.3,40.85
gulab_jamun,dairy,sweet,high,medium,fridge,6.5,closed,16.6,53.98
paneer_butter_masala,dairy,curry,high,medium,room,30.6,closed,20.1,0.0
halwa,veg,sweet,medium,high,room,25.6,open,40.6,0.0
plain_rice,veg,rice,medium,low,fridge,3.1,closed,20.0,28.19
idli,veg,breakfast,medium,low,room,33.1,closed,9.7,4.32
dosa,veg,breakfast,medium,low,fridge,4.9,closed,9.3,16.62
milk,dairy,liquid,high,low,room,27.4,closed,23.6,0.0
naan,veg,bread,low,medium,room,27.7,open,16.4,0.0
paneer_butter_masala,dairy,curry,high,medium,room,37.5,closed,15.7,0.0
chicken_curry,nonveg,curry,high,medium,fridge,5.4,closed,13.7,12.8
jeera_rice,veg,rice,medium,low,fridge,3.8,open,2.4,40.01
paneer_butter_masala,dairy,curry,high,medium,room,35.7,closed,5.2,2.19
jeera_rice,veg,rice,medium,low,room,28.4,closed,34.1,0.0
curd,dairy,liquid,high,low,fridge,6.1,closed,36.2,27.07
idli,veg,breakfast,medium,low,fridge,4.9,closed,22.0,22.31
curd,dairy,liquid,high,low,fridge,2.3,open,15.7,23.69
paneer_butter_masala,dairy,curry,high,medium,room,25.1,closed,18.6,0.0
chicken_biryani,nonveg,rice,medium,medium,fridge,5.9,open,27.5,6.84
jeera_rice,veg,rice,medium,low,fridge,3.1,open,30.6,11.64
veg_pulao,veg,rice,medium,medium,fridge,7.2,closed,36.8,0.0
gulab_jamun,dairy,sweet,high,medium,room,36.0,closed,28.8,0.0
samosa,veg,fried,low,high,fridge,5.0,closed,13.8,37.26
halwa,veg,sweet,medium,high,fridge,7.6,open,21.5,49.61
jeera_rice,veg,rice,medium,low,room,30.2,closed,8.8,0.09
dosa,veg,breakfast,medium,low,room,29.2,closed,5.4,5.85
milk,dairy,liquid,high,low,room,29.0,open,23.6,0.0
halwa,veg,sweet,medium,high,room,31.1,closed,14.6,11.02
roti,veg,bread,low,low,room,24.5,open,34.4,0.0
gulab_jamun,dairy,sweet,high,medium,fridge,6.4,closed,23.8,41.73
paneer_butter_masala,dairy,curry,high,medium,fridge,5.4,open,18.0,13.03
jeera_rice,veg,rice,medium,low,room,37.7,open,43.3,0.0
dosa,veg,breakfast,medium,low,fridge,7.2,closed,35.9,0.0
naan,veg,bread,low,medium,fridge,4.7,open,12.1,22.12
dosa,veg,breakfast,medium,low,fridge,5.6,closed,22.4,8.87
samosa,veg,fried,low,high,fridge,6.8,open,16.8,32.9
halwa,veg,sweet,medium,high,fridge,2.6,open,25.1,48.19
chicken_biryani,nonveg,rice,medium,medium,fridge,6.1,closed,34.7,0.0
paneer_butter_masala,dairy,curry,high,medium,fridge,7.7,closed,38.5,0.0
dal_tadka,veg,curry,high,low,fridge,3.8,closed,45.0,0.0
dosa,veg,breakfast,medium,low,room,31.5,open,17.3,0.0
idli,veg,breakfast,medium,low,room,26.5,closed,2.3,10.85
naan,veg,bread,low,medium,fridge,5.0,closed,42.3,12.94
veg_pulao,veg,rice,medium,medium,room,35.8,closed,4.1,3.87
gulab_jamun,dairy,sweet,high,medium,room,34.5,open,5.9,14.54
paratha,veg,bread,low,high,room,32.7,closed,23.5,0.0
plain_rice,veg,rice,medium,low,room,31.2,closed,4.4,7.22
pakora,veg,fried,low,high,room,25.7,closed,36.8,0.0
gulab_jamun,dairy,sweet,high,medium,fridge,6.7,open,35.3,36.67
dosa,veg,breakfast,medium,low,room,28.4,closed,31.9,0.0
idli,veg,breakfast,medium,low,fridge,6.1,open,29.0,0.0
curd,dairy,liquid,high,low,room,28.6,closed,22.3,0.0
paneer_butter_masala,dairy,curry,high,medium,room,29.4,closed,5.0,4.26
samosa,veg,fried,low,high,fridge,2.8,closed,45.6,7.12
veg_pulao,veg,rice,medium,medium,fridge,2.3,closed,20.1,4.71
pakora,veg,fried,low,high,room,24.1,closed,45.7,0.0
dal_tadka,veg,curry,high,low,room,25.0,open,43.9,0.0
idli,veg,breakfast,medium,low,fridge,5.8,open,43.7,0.0
plain_rice,veg,rice,medium,low,fridge,5.2,closed,44.3,0.0
idli,veg,breakfast,medium,low,fridge,6.6,closed,9.9,24.76
fish_curry,nonveg,curry,high,low,fridge,5.3,closed,32.4,0.0
fish_curry,nonveg,curry,high,low,room,26.8,open,30.3,0.0
pakora,veg,fried,low,high,room,37.4,open,20.7,0.0
dal_tadka,veg,curry,high,low,fridge,5.4,closed,9.9,25.4
paneer_butter_masala,dairy,curry,high,medium,fridge,8.0,open,46.9,0.0
idli,veg,breakfast,medium,low,room,36.0,open,46.8,0.0
idli,veg,breakfast,medium,low,fridge,7.3,open,47.4,0.0
roti,veg,bread,low,low,fridge,2.5,closed,25.0,25.59
jeera_rice,veg,rice,medium,low,room,26.2,closed,39.8,0.0
milk,dairy,liquid,high,low,fridge,6.0,open,28.0,9.73
chicken_curry,nonveg,curry,high,medium,fridge,2.1,open,34.7,0.0
chicken_biryani,nonveg,rice,medium,medium,room,25.9,closed,1.7,8.76
veg_pulao,veg,rice,medium,medium,fridge,7.5,open,4.8,29.17
naan,veg,bread,low,medium,fridge,7.0,open,34.0,10.47
naan,veg,bread,low,medium,fridge,2.2,open,9.7,32.19
halwa,veg,sweet,medium,high,room,24.9,closed,39.3,0.0
paneer_butter_masala,dairy,curry,high,medium,fridge,7.8,open,41.2,0.0
chicken_biryani,nonveg,rice,medium,medium,fridge,6.1,closed,29.2,5.79
dosa,veg,breakfast,medium,low,fridge,2.7,closed,11.4,20.86
pakora,veg,fried,low,high,fridge,6.0,open,10.4,29.12
chicken_curry,nonveg,curry,high,medium,room,30.7,closed,18.3,0.0
naan,veg,bread,low,medium,fridge,8.0,open,2.1,32.95
samosa,veg,fried,low,high,fridge,3.8,open,41.5,1.23
plain_rice,veg,rice,medium,low,fridge,7.6,open,26.3,6.57
curd,dairy,liquid,high,low,fridge,3.0,open,8.8,46.59
halwa,veg,sweet,medium,high,room,34.8,closed,43.6,0.0
idli,veg,breakfast,medium,low,room,35.8,open,19.6,0.0
halwa,veg,sweet,medium,high,room,27.1,closed,19.7,8.26
paneer_butter_masala,dairy,curry,high,medium,room,37.5,open,7.5,0.0
jeera_rice,veg,rice,medium,low,room,35.0,open,26.8,0.0
pakora,veg,fried,low,high,room,30.9,open,3.3,9.46
gulab_jamun,dairy,sweet,high,medium,room,30.8,closed,34.7,0.0
dal_tadka,veg,curry,high,low,room,27.0,closed,34.4,0.0
dosa,veg,breakfast,medium,low,fridge,3.2,open,4.6,17.48
pakora,veg,fried,low,high,room,25.9,closed,9.9,8.56
curd,dairy,liquid,high,low,room,33.7,closed,46.4,0.0
samosa,veg,fried,low,high,room,37.7,open,32.0,0.0
samosa,veg,fried,low,high,fridge,7.5,closed,43.9,0.0
idli,veg,breakfast,medium,low,fridge,3.4,open,34.6,0.0
paneer_butter_masala,dairy,curry,high,medium,room,36.3,closed,3.0,3.94
idli,veg,breakfast,medium,low,fridge,7.6,closed,47.5,0.0
gulab_jamun,dairy,sweet,high,medium,room,24.8,open,42.8,0.0
gulab_jamun,dairy,sweet,high,medium,fridge,4.1,closed,26.4,30.0
veg_pulao,veg,rice,medium,medium,room,29.0,open,19.4,0.0
chicken_biryani,nonveg,rice,medium,medium,room,37.9,open,40.6,0.0
dosa,veg,breakfast,medium,low,room,35.4,open,41.3,0.0
roti,veg,bread,low,low,fridge,8.0,open,23.3,17.45
